KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001142001,T001142002,T001142003,T001142004,T001142005,T001142006,T001142007,T001142008,T001142009,T001142010,T001142011,T001142012,T001142013,T001142014,T001142015,T001142016,T001142017,T001142018,T001142019,T001142020,T001142021,T001142022,T001142023,T001142024,T001142025,T001142026,T001142027,T001142028,T001142029,T001142030,T001142031,T001142032,T001142033,T001142034,T001142035,T001142036,T001142037,T001142038,T001142039,T001142040,T001142041,T001142042,T001142043,T001142044,T001142045,T001142046,T001142047,T001142048,T001142049,T001142050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5438000041,2,5438001044,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000313,2,5438000331,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000322,1,,5438000411;5438000414,12,4,8,0,0,0,17,8,9,6,3,3,17,8,9,17,8,9,11,5,6,8,3,5,3,1,2,2,1,1,0,0,0,6,6,5,3,2,0,0,0,0,5,4,1,0,8,0,4,0
5438000331,1,,5438000313,13,6,7,0,0,0,17,7,10,8,3,5,17,7,10,16,7,9,9,4,5,4,2,2,1,0,1,0,0,0,0,0,0,6,6,1,3,2,1,0,0,0,6,6,0,0,5,0,1,3
5438000332,2,5438000334,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000334,1,,5438000332,11,5,6,1,1,0,16,7,9,6,4,2,16,7,9,16,7,9,10,3,7,7,3,4,4,1,3,0,0,0,1,0,1,4,4,4,3,1,1,0,0,0,5,2,3,1,8,0,3,1
5438000342,2,5438000343,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000343,1,,5438000342,17,10,7,1,1,0,22,12,10,8,5,3,22,12,10,21,11,10,14,7,7,10,5,5,5,3,2,1,1,0,0,0,0,9,9,3,6,0,2,0,0,0,8,7,1,0,9,0,2,3
5438000411,2,5438000322,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000414,2,5438000322,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000742,2,5438000744,,91,33,58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438000743,0,,,37,15,22,3,2,1,34,13,21,17,6,11,31,13,18,31,13,18,17,7,10,9,4,5,2,0,2,0,0,0,0,0,0,15,15,3,6,3,2,1,0,0,12,10,2,0,11,0,1,4
5438000744,1,,5438000742,107,52,55,7,2,5,191,83,108,59,34,25,187,82,105,186,81,105,132,49,83,100,35,65,52,14,38,7,1,6,0,0,0,45,45,9,22,7,5,2,1,0,37,29,8,1,33,0,5,11
5438000823,0,,,74,40,34,12,8,4,62,32,30,34,19,15,57,28,29,56,28,28,28,13,15,15,7,8,4,2,2,0,0,0,0,0,0,23,23,3,10,2,1,3,2,2,20,16,4,1,18,0,3,6
5438000824,0,,,161,72,89,17,10,7,144,62,82,74,36,38,141,61,80,138,59,79,70,26,44,44,16,28,12,5,7,0,0,0,0,0,0,68,68,24,21,11,4,2,6,0,44,33,11,5,52,0,18,8
5438000831,0,,,40,20,20,4,3,1,36,17,19,18,8,10,33,15,18,33,15,18,18,9,9,7,4,3,2,0,2,0,0,0,1,0,1,15,15,2,9,0,1,2,1,0,13,12,1,1,10,0,2,7
5438000832,0,,,65,28,37,8,3,5,57,25,32,29,13,16,55,25,30,53,25,28,28,12,16,13,6,7,3,1,2,1,0,1,0,0,0,23,23,3,9,3,5,3,0,0,20,16,4,1,17,0,3,6
5438000833,0,,,100,50,50,10,4,6,90,46,44,45,24,21,87,44,43,87,44,43,45,22,23,28,14,14,8,2,6,2,1,1,3,2,1,43,43,15,13,7,4,3,0,1,28,20,8,2,29,1,8,8
5438000834,0,,,74,38,36,3,1,2,71,37,34,36,19,17,71,37,34,71,37,34,35,18,17,20,10,10,2,1,1,0,0,0,0,0,0,32,32,11,9,7,2,2,1,0,21,16,5,2,21,1,5,6
5438000841,0,,,150,76,74,17,8,9,133,68,65,94,50,44,130,67,63,128,66,62,39,18,21,14,7,7,4,2,2,1,1,0,1,1,0,60,60,16,22,9,7,3,2,1,42,37,5,7,26,2,7,8
5438000842,0,,,120,53,67,15,8,7,105,45,60,72,33,39,105,45,60,103,45,58,33,12,21,18,6,12,6,1,5,0,0,0,2,2,0,52,52,17,18,7,5,4,1,0,34,29,5,6,25,1,11,5
5438000843,0,,,70,35,35,10,4,6,59,31,28,39,21,18,58,30,28,55,28,27,20,10,10,7,4,3,3,2,1,0,0,0,0,0,0,25,25,3,11,3,5,2,1,0,22,20,2,2,12,0,1,5
5438000844,0,,,93,46,47,4,1,3,89,45,44,62,32,30,84,41,43,82,39,43,27,13,14,13,4,9,2,0,2,1,0,1,2,0,2,36,36,7,9,14,4,2,0,0,28,23,5,0,19,0,4,4
5438000911,0,,,57,30,27,5,4,1,52,26,26,32,17,15,52,26,26,52,26,26,20,9,11,10,4,6,3,2,1,0,0,0,0,0,0,23,23,5,7,6,5,0,0,0,17,15,2,3,14,0,5,2
5438000912,0,,,174,97,77,12,10,2,158,83,75,110,62,48,152,81,71,150,79,71,48,21,27,22,8,14,4,0,4,0,0,0,0,0,0,72,72,26,11,20,11,3,0,1,45,34,11,4,30,1,3,7
5438000913,0,,,356,133,223,73,36,37,283,97,186,221,73,148,259,89,170,249,82,167,62,24,38,23,9,14,6,3,3,0,0,0,30,11,19,160,160,46,60,31,18,5,0,0,114,105,9,27,47,0,19,13
5438000914,0,,,92,47,45,14,10,4,77,37,40,61,31,30,76,37,39,76,37,39,16,6,10,8,4,4,2,1,1,0,0,0,2,1,1,43,43,19,9,10,3,1,0,1,21,18,3,6,11,2,3,1
5438000921,0,,,125,61,64,18,10,8,105,50,55,69,34,35,102,48,54,101,48,53,36,16,20,13,7,6,5,3,2,0,0,0,0,0,0,51,51,16,14,10,5,5,1,0,34,30,4,6,25,0,5,8
5438000922,0,,,203,101,102,32,16,16,171,85,86,115,60,55,166,83,83,166,83,83,56,25,31,32,13,19,5,1,4,0,0,0,1,0,1,86,86,27,28,12,12,6,1,0,59,49,10,12,37,6,7,13
5438000923,0,,,133,69,64,25,14,11,108,55,53,88,47,41,101,50,51,99,48,51,20,8,12,10,2,8,4,1,3,0,0,0,7,7,0,47,47,12,11,9,9,2,2,2,35,31,4,9,14,6,2,3
5438000924,0,,,301,141,160,63,26,37,238,115,123,194,95,99,230,110,120,228,109,119,44,20,24,21,10,11,7,3,4,0,0,0,21,13,8,116,116,34,26,23,23,6,4,0,81,71,10,15,30,9,6,6
5438000931,0,,,89,37,52,21,9,12,68,28,40,56,23,33,65,27,38,63,27,36,12,5,7,10,4,6,3,1,2,0,0,0,0,0,0,30,30,3,6,14,5,1,0,1,27,26,1,9,8,0,3,2
5438000932,0,,,18,8,10,6,3,3,12,5,7,7,3,4,11,5,6,11,5,6,5,2,3,3,1,2,0,0,0,0,0,0,0,0,0,6,6,2,2,0,0,1,0,1,4,3,1,1,3,0,1,2
5438000933,0,,,13,6,7,2,0,2,11,6,5,9,5,4,11,6,5,11,6,5,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,5,5,3,1,0,0,0,0,1,2,1,1,1,2,0,1,0
5438000934,0,,,57,26,31,16,7,9,32,15,17,27,13,14,32,15,17,31,14,17,5,2,3,1,1,0,0,0,0,0,0,0,1,0,1,16,16,1,0,5,9,1,0,0,13,12,1,4,3,0,0,0
5438000941,0,,,192,85,107,20,6,14,172,79,93,120,59,61,163,75,88,159,73,86,52,20,32,19,5,14,4,0,4,0,0,0,0,0,0,77,77,21,22,18,9,5,2,0,56,46,10,3,38,6,7,9
5438000942,0,,,324,161,163,59,35,24,265,126,139,193,100,93,254,120,134,251,120,131,72,26,46,33,8,25,17,3,14,3,0,3,22,13,9,128,126,38,36,22,19,6,3,2,88,79,9,18,47,5,12,8
5438000943,0,,,309,154,155,55,27,28,254,127,127,194,98,96,241,121,120,238,120,118,60,29,31,19,7,12,8,3,5,0,0,0,5,1,4,117,117,21,34,32,27,2,1,0,95,87,8,14,39,1,7,16
5438000944,0,,,193,98,95,52,28,24,141,70,71,115,59,56,131,66,65,130,66,64,26,11,15,13,3,10,1,1,0,0,0,0,6,3,3,65,65,12,14,14,17,6,1,1,52,46,6,10,18,1,1,6
5438001021,2,5438001044,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438001044,1,,5438000041;5438001021,10,5,5,5,3,2,15,7,8,9,4,5,14,7,7,14,7,7,6,3,3,2,0,2,1,0,1,1,0,1,0,0,0,2,2,2,2,0,1,2,0,0,5,3,2,1,5,0,2,1
5438001133,0,,,18,8,10,4,1,3,14,7,7,8,3,5,14,7,7,14,7,7,6,4,2,3,2,1,0,0,0,0,0,0,0,0,0,6,6,2,1,0,1,2,0,0,4,2,2,1,5,0,2,0
5438001644,2,5438001733,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438001712,0,,,16,9,7,5,3,2,11,6,5,8,4,4,10,6,4,10,6,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,1,0,1,3,0,0,0,4,4,0,2,2,0,1,0
5438001714,0,,,91,45,46,8,4,4,83,41,42,44,23,21,80,40,40,78,40,38,39,18,21,29,12,17,12,6,6,1,0,1,0,0,0,33,33,7,9,4,11,2,0,0,26,21,5,2,22,2,3,8
5438001721,0,,,176,80,96,27,15,12,149,65,84,92,44,48,146,63,83,144,63,81,57,21,36,29,10,19,15,1,14,4,1,3,0,0,0,62,62,15,15,13,7,9,2,1,46,27,19,8,37,1,11,2
5438001722,0,,,102,46,56,9,4,5,93,42,51,54,26,28,90,41,49,88,41,47,39,16,23,22,10,12,7,1,6,0,0,0,0,0,0,33,33,3,11,7,6,4,2,0,30,20,10,2,22,0,0,8
5438001723,0,,,193,93,100,17,11,6,175,82,93,118,56,62,169,79,90,162,77,85,57,26,31,32,12,20,7,0,7,1,0,1,1,0,1,66,66,12,15,20,11,3,3,2,54,40,14,6,38,0,6,8
5438001724,0,,,185,92,93,33,18,15,151,74,77,103,53,50,149,73,76,144,69,75,48,21,27,25,10,15,8,3,5,1,0,1,4,2,2,71,71,17,21,15,12,4,1,1,54,48,6,12,32,4,9,11
5438001731,0,,,13,8,5,2,2,0,11,6,5,8,4,4,11,6,5,11,6,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,1,1,2,1,0,0,0,4,4,0,1,2,0,1,1
5438001732,0,,,214,99,115,17,8,9,196,91,105,112,55,57,186,87,99,183,86,97,84,36,48,59,21,38,23,10,13,3,3,0,1,0,1,82,82,13,35,17,8,7,1,1,68,50,18,4,50,2,6,15
5438001733,1,,5438001644,82,44,38,10,8,2,76,38,38,37,22,15,75,37,38,74,37,37,39,16,23,21,9,12,9,3,6,0,0,0,0,0,0,28,28,7,9,3,5,5,0,1,23,13,10,1,25,0,5,6
5438001734,0,,,155,67,88,20,6,14,135,61,74,80,39,41,134,60,74,132,59,73,55,22,33,36,14,22,15,5,10,1,0,1,1,1,0,60,60,15,19,8,13,4,1,0,45,36,9,4,37,1,10,9
5438001741,0,,,168,83,85,22,9,13,146,74,72,117,60,57,130,61,69,127,60,67,29,14,15,15,7,8,3,1,2,1,0,1,0,0,0,64,64,15,18,11,17,2,1,0,47,41,6,10,18,4,4,7
5438001742,1,,5438001744,100,48,52,11,5,6,95,46,49,66,33,33,90,42,48,88,42,46,29,13,16,18,9,9,5,2,3,0,0,0,0,0,0,35,35,10,14,7,5,2,3,0,31,27,4,3,19,1,5,6
5438001743,0,,,108,61,47,12,9,3,91,49,42,72,39,33,87,47,40,84,45,39,19,10,9,9,4,5,1,1,0,0,0,0,0,0,0,50,50,24,9,6,8,2,1,0,25,22,3,4,12,3,1,4
5438001744,2,5438001742,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438001811,0,,,189,92,97,20,10,10,169,82,87,127,63,64,163,77,86,162,77,85,42,19,23,20,7,13,4,2,2,2,1,1,3,1,2,87,87,32,23,19,11,2,0,0,53,48,5,6,29,4,6,9
5438001812,0,,,83,40,43,15,7,8,68,33,35,49,25,24,62,29,33,60,29,31,19,8,11,13,6,7,3,0,3,0,0,0,0,0,0,26,26,2,9,4,8,1,0,2,24,19,5,3,11,1,0,6
5438001813,0,,,72,40,32,16,10,6,53,28,25,32,19,13,52,27,25,52,27,25,21,9,12,11,5,6,0,0,0,0,0,0,0,0,0,30,30,11,8,3,5,2,1,0,19,19,0,4,12,4,2,6
5438001821,0,,,182,85,97,42,19,23,140,66,74,131,63,68,125,58,67,121,57,64,9,3,6,6,2,4,2,1,1,0,0,0,0,0,0,55,55,5,14,8,17,9,2,0,50,46,4,8,7,0,1,2
5438001822,0,,,207,96,111,41,17,24,166,79,87,109,53,56,161,77,84,158,75,83,57,26,31,26,10,16,12,4,8,3,1,2,0,0,0,67,67,9,17,16,15,7,1,2,58,44,14,9,37,0,7,6
5438001823,0,,,81,40,41,19,7,12,62,33,29,46,27,19,59,31,28,59,31,28,16,6,10,9,3,6,5,1,4,1,1,0,1,0,1,31,31,13,0,5,12,1,0,0,18,14,4,2,10,0,5,0
5438001824,0,,,211,100,111,31,13,18,180,87,93,126,66,60,172,80,92,168,78,90,54,21,33,27,10,17,7,2,5,0,0,0,2,1,1,74,74,8,23,25,10,6,2,0,66,56,10,8,34,0,4,9
5438001834,0,,,15,7,8,3,1,2,12,6,6,7,4,3,12,6,6,11,5,6,5,2,3,3,1,2,0,0,0,0,0,0,0,0,0,4,4,0,1,0,2,1,0,0,4,2,2,1,3,0,0,1
5438001841,0,,,60,27,33,8,7,1,52,20,32,39,14,25,45,16,29,45,16,29,13,6,7,6,2,4,0,0,0,0,0,0,0,0,0,21,21,3,8,3,4,2,1,0,18,16,2,0,7,0,0,5
5438001842,0,,,242,123,119,23,13,10,219,110,109,171,91,80,210,103,107,209,103,106,48,19,29,28,9,19,3,0,3,0,0,0,13,9,4,113,113,37,41,24,5,5,1,0,72,65,7,5,33,15,7,11
5438001843,0,,,150,72,78,13,5,8,132,65,67,85,44,41,129,64,65,124,61,63,47,21,26,15,4,11,4,1,3,0,0,0,2,1,1,64,64,19,23,12,5,3,0,2,42,34,8,3,31,2,6,10
5438001844,0,,,52,26,26,6,3,3,46,23,23,33,17,16,45,23,22,43,22,21,13,6,7,6,2,4,3,1,2,0,0,0,2,1,1,23,23,8,6,4,5,0,0,0,15,11,4,3,10,1,3,3
5438001911,0,,,155,73,82,29,15,14,126,58,68,70,32,38,124,57,67,124,57,67,56,26,30,36,16,20,9,3,6,1,0,1,0,0,0,51,51,5,19,9,11,2,4,1,46,33,13,7,38,0,5,8
5438001912,0,,,112,57,55,20,8,12,92,49,43,51,28,23,89,48,41,88,47,41,41,21,20,19,11,8,4,1,3,0,0,0,0,0,0,44,44,12,13,8,6,4,1,0,31,26,5,6,25,0,5,8
5438001913,0,,,147,59,88,17,6,11,130,53,77,81,34,47,127,53,74,126,53,73,49,19,30,21,8,13,6,2,4,1,0,1,3,0,3,58,58,13,24,6,9,4,2,0,45,40,5,2,33,1,7,11
5438001914,0,,,118,58,60,23,11,12,95,47,48,63,34,29,94,47,47,90,45,45,32,13,19,18,9,9,4,1,3,2,0,2,0,0,0,46,46,10,15,7,13,1,0,0,35,32,3,7,18,3,3,8
5438001921,0,,,96,48,48,8,5,3,88,43,45,57,29,28,85,41,44,83,39,44,31,14,17,24,12,12,9,3,6,0,0,0,0,0,0,36,36,6,14,7,4,5,0,0,30,26,4,0,20,0,4,7
5438001922,0,,,112,58,54,24,9,15,88,49,39,62,37,25,85,47,38,84,46,38,26,12,14,13,6,7,6,3,3,0,0,0,18,13,5,48,48,18,9,11,7,3,0,0,30,27,3,6,16,7,3,4
5438001923,0,,,196,97,99,53,32,21,143,65,78,108,50,58,136,63,73,132,62,70,35,15,20,11,3,8,7,1,6,1,0,1,8,6,2,58,58,3,11,15,21,6,2,0,55,44,11,17,21,0,2,6
5438001924,0,,,124,64,60,9,5,4,105,55,50,86,49,37,100,53,47,97,53,44,19,6,13,7,3,4,1,0,1,0,0,0,5,1,4,68,68,42,10,6,7,2,1,0,26,24,2,1,13,11,4,4
5438001931,0,,,247,124,123,44,26,18,202,98,104,162,80,82,197,94,103,192,92,100,40,18,22,17,6,11,9,4,5,0,0,0,3,2,1,100,100,28,32,16,15,7,2,0,70,65,5,14,29,9,10,9
5438001932,0,,,290,149,141,46,22,24,236,124,112,185,96,89,227,119,108,221,115,106,51,28,23,24,12,12,5,1,4,0,0,0,3,2,1,124,124,43,35,21,16,5,3,1,78,69,9,16,32,8,4,9
5438001933,0,,,194,89,105,19,8,11,173,81,92,127,63,64,169,79,90,168,79,89,46,18,28,22,8,14,6,1,5,0,0,0,4,1,3,82,82,23,29,14,10,5,1,0,59,48,11,5,30,1,7,10
5438001934,0,,,138,76,62,7,4,3,128,70,58,85,49,36,124,68,56,119,66,53,43,21,22,18,6,12,4,0,4,0,0,0,3,1,2,62,62,22,17,15,4,3,1,0,39,32,7,1,28,3,6,5
5438001941,0,,,382,188,194,58,29,29,316,156,160,241,119,122,301,151,150,294,148,146,75,37,38,36,17,19,8,0,8,1,0,1,7,4,3,165,165,64,35,32,24,6,2,2,101,90,11,18,54,12,12,14
5438001942,0,,,268,124,144,58,28,30,210,96,114,173,80,93,200,93,107,195,92,103,37,16,21,18,9,9,0,0,0,0,0,0,12,5,7,87,87,9,23,23,18,12,2,0,78,70,8,14,24,0,2,7
5438001943,0,,,139,70,69,16,8,8,113,57,56,88,44,44,113,57,56,111,56,55,25,13,12,11,5,6,3,1,2,0,0,0,11,2,9,69,69,37,12,11,5,1,1,2,30,22,8,4,17,5,4,3
5438001944,0,,,256,123,133,30,12,18,222,109,113,163,85,78,213,105,108,208,104,104,59,24,35,31,13,18,4,0,4,1,0,1,10,3,7,119,119,52,28,17,16,3,3,0,66,57,9,7,41,10,15,8
5438002022,0,,,46,25,21,1,0,1,45,25,20,27,16,11,45,25,20,43,24,19,18,9,9,12,5,7,2,1,1,0,0,0,0,0,0,17,17,0,8,6,3,0,0,0,17,16,1,1,10,0,0,4
5438002024,0,,,25,16,9,0,0,0,25,16,9,12,10,2,25,16,9,24,15,9,13,6,7,3,0,3,0,0,0,0,0,0,0,0,0,11,11,2,6,2,0,1,0,0,9,6,3,0,9,0,0,3
5438002111,0,,,69,31,38,5,1,4,64,30,34,35,18,17,64,30,34,64,30,34,29,12,17,16,7,9,8,2,6,1,0,1,3,0,3,26,26,3,10,9,2,1,1,0,23,16,7,1,19,0,2,6
5438002113,0,,,30,14,16,5,3,2,25,11,14,14,7,7,25,11,14,25,11,14,11,4,7,5,2,3,1,0,1,0,0,0,0,0,0,11,11,1,5,2,2,1,0,0,10,9,1,0,7,0,0,1
5438002131,1,,5438002132,20,7,13,4,0,4,20,9,11,9,5,4,20,9,11,20,9,11,11,4,7,3,0,3,2,0,2,0,0,0,0,0,0,6,6,0,2,2,2,0,1,0,7,4,3,1,6,0,0,1
5438002132,2,5438002131,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438002133,2,5438002134,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5438002134,1,,5438002133,104,51,53,4,1,3,108,54,54,44,23,21,106,53,53,104,52,52,64,31,33,32,14,18,11,3,8,0,0,0,0,0,0,45,45,12,19,9,5,3,0,0,36,28,8,1,41,0,11,14
5438002143,0,,,24,14,10,6,4,2,18,10,8,16,8,8,18,10,8,18,10,8,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,7,7,0,4,0,1,1,0,1,7,5,2,2,2,0,0,0
5438002621,0,,,15,7,8,1,0,1,14,7,7,10,6,4,13,6,7,13,6,7,4,1,3,1,0,1,1,0,1,0,0,0,0,0,0,6,6,1,2,2,1,0,0,0,5,4,1,0,3,0,1,1
5438002622,0,,,94,47,47,8,7,1,86,40,46,45,21,24,84,40,44,84,40,44,41,19,22,20,7,13,8,1,7,1,0,1,1,1,0,42,42,13,16,6,4,3,0,0,28,20,8,1,26,2,5,8
5438002623,0,,,83,40,43,8,3,5,75,37,38,50,25,25,73,37,36,70,34,36,25,12,13,19,8,11,5,2,3,0,0,0,0,0,0,27,27,5,7,5,6,2,1,1,22,12,10,1,18,0,2,2
5438002624,0,,,128,60,68,16,9,7,112,51,61,59,30,29,111,51,60,109,50,59,53,21,32,26,10,16,7,2,5,2,0,2,2,2,0,59,59,19,24,5,9,2,0,0,40,36,4,2,33,3,8,15
5438002634,0,,,12,6,6,0,0,0,12,6,6,6,3,3,11,6,5,11,6,5,6,3,3,2,1,1,0,0,0,0,0,0,0,0,0,5,5,2,1,0,2,0,0,0,3,2,1,0,4,0,2,0
5438002641,0,,,54,24,30,3,0,3,51,24,27,25,12,13,50,23,27,50,23,27,26,12,14,21,10,11,5,2,3,0,0,0,0,0,0,23,23,5,12,1,4,0,1,0,18,15,3,0,16,0,4,7
5438002642,0,,,189,107,82,16,8,8,173,99,74,92,61,31,169,95,74,164,90,74,81,38,43,46,21,25,10,6,4,0,0,0,2,1,1,71,71,15,27,12,9,3,3,2,56,46,10,2,50,0,11,17
5438002643,0,,,171,80,91,16,7,9,155,73,82,83,40,43,150,71,79,148,70,78,72,33,39,32,11,21,13,2,11,1,0,1,1,0,1,58,58,6,21,15,8,4,2,2,51,33,18,3,40,0,2,13
5438002644,0,,,72,36,36,10,6,4,62,30,32,40,22,18,60,30,30,58,29,29,22,8,14,13,5,8,3,1,2,0,0,0,0,0,0,31,31,11,8,6,4,1,1,0,19,15,4,3,14,2,2,4
5438002711,0,,,159,78,81,19,11,8,140,67,73,78,37,41,139,67,72,139,67,72,62,30,32,32,15,17,14,6,8,0,0,0,1,0,1,57,57,5,24,16,6,3,2,1,52,40,12,5,37,0,3,10
5438002712,0,,,153,79,74,31,16,15,122,63,59,82,44,38,120,62,58,119,62,57,40,19,21,17,8,9,2,1,1,0,0,0,1,0,1,53,53,11,14,14,7,3,1,3,42,36,6,9,25,1,5,4
5438002713,0,,,220,105,115,35,21,14,183,84,99,117,53,64,175,78,97,170,76,94,66,31,35,39,17,22,6,2,4,1,0,1,6,0,6,77,77,19,17,17,13,7,0,4,57,40,17,8,44,3,8,8
5438002714,0,,,52,24,28,8,0,8,44,24,20,36,20,16,43,23,20,43,23,20,8,4,4,5,1,4,2,0,2,0,0,0,1,1,0,20,20,6,5,1,7,1,0,0,14,13,1,3,6,3,2,1
5438002721,0,,,31,17,14,3,1,2,28,16,12,23,13,10,25,15,10,24,14,10,5,3,2,4,3,1,0,0,0,0,0,0,0,0,0,10,10,2,1,2,4,1,0,0,8,8,0,1,3,0,1,1
5438002723,0,,,152,64,88,10,4,6,142,60,82,85,37,48,136,56,80,134,55,79,57,23,34,27,9,18,8,1,7,0,0,0,3,1,2,60,60,12,25,9,8,5,1,0,48,37,11,5,39,0,9,10
